Speaker,Nr. turns,MLM,MLM avg,MLM max,MLM avg max
LEOLANI,27,0.28240787648846594,0.28240787648846594,"[0.4941213098557099, 0.4380503911525011, 0.47925261557102206, 0.55768183345596, 0.5553144156932831, 0.5348352261564948, 0.4046866677024148, 0.900897216796875, 0.5625218649705251, 0.606449943035841, 0.290604867041111, 0.4655551314353943, 0.2350050002336502, 0.44852796311561877, 0.3819411024451256]",0.49036303657743513
SPEAKER,27,0.2686562274331375,0.2686562274331375,"[0.43670395016670227, 0.413661217050893, 0.42762575511421475, 0.39229486733675, 0.33936228081583975, 0.577437413590295, 0.5005498751997948, 0.47313428421815235, 0.49807074666023254, 0.41358277201652527, 0.6145099252462387, 0.5927114884058634]",0.47330371465179194
