Speaker,Nr. turns,MLM,MLM avg,MLM max,MLM avg max
LEOLANI,27,0.43325183566799125,0.43325183566799125,"[0.7721906945757244, 0.7624014606699347, 0.6855760276317596, 0.6007550030946731, 0.5436744198203087, 0.7187319506298412, 0.6040296419100328, 0.9018794655799866, 0.6447995205720266, 0.8539127260446548, 0.5216504534085592, 0.5614015211661657, 0.6404943883419036, 0.47405695685973537, 0.5597762882709503]",0.6563553679050836
SPEAKER,27,0.435391488647835,0.435391488647835,"[0.6866060495376587, 0.6180682118449893, 0.44902564372335163, 0.6636432737112046, 0.5894869595766068, 0.7640071638992855, 0.9682354629039764, 0.7416311005751292, 0.7401457846164703, 0.34733668466409046, 0.46318648258845013, 0.7142193714777628]",0.6454660157599147
