Speaker,Nr. turns,MLM,MLM avg,MLM max,MLM avg max
LEOLANI,27,0.41791366431438376,0.41791366431438376,"[0.7687697012139403, 0.7614581482484937, 0.6764159806072712, 0.608503187696139, 0.569818788766861, 0.7022863653573123, 0.6252897774631326, 0.44060900509357454, 0.6791388591130575, 0.7985815107822418, 0.4211459110180537, 0.6268030057350794, 0.6351176992058754, 0.46782516286923337, 0.5356684505939484]",0.621162103584281
SPEAKER,27,0.4398640221043948,0.4398640221043948,"[0.6802027598023415, 0.5923329974923816, 0.44235225660460337, 0.6468209564685822, 0.5391225486993789, 0.7662800241793905, 0.975156381726265, 0.7726000472903252, 0.7116207480430603, 0.251801776389281, 0.46654244263966876, 0.7108660737673441]",0.6296415844252186
